type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 20:39,45.489265,-73.572323,19.3,,
T,30/12/2017 20:39,45.489207,-73.572191,21.3,,
T,30/12/2017 20:39,45.489238,-73.572096,21.3,,
T,30/12/2017 20:39,45.489545,-73.571782,21.3,,
T,30/12/2017 20:39,45.490044,-73.571297,17.3,,
T,30/12/2017 20:40,45.490391,-73.570956,18.3,,
T,30/12/2017 20:40,45.490755,-73.570618,17.3,,
T,30/12/2017 20:40,45.491074,-73.570304,18.3,,
T,30/12/2017 20:40,45.491151,-73.570229,17.3,,
T,30/12/2017 20:40,45.491212,-73.570163,18.3,,
T,30/12/2017 20:40,45.491324,-73.569999,18.3,,
T,30/12/2017 20:40,45.49124,-73.569617,17.3,,
T,30/12/2017 20:40,45.491022,-73.569151,16.3,,
T,30/12/2017 20:40,45.490725,-73.568548,17.3,,
T,30/12/2017 20:40,45.490468,-73.568002,18.3,,
T,30/12/2017 20:40,45.49028,-73.567617,20.3,,
T,30/12/2017 20:41,45.490175,-73.567414,19.3,,
T,30/12/2017 20:41,45.490143,-73.567296,21.3,,
T,30/12/2017 20:41,45.490144,-73.567205,20.3,,
T,30/12/2017 20:41,45.490371,-73.566943,21.3,,
T,30/12/2017 20:42,45.490718,-73.56663,23.3,,
T,30/12/2017 20:42,45.491081,-73.566312,23.3,,
T,30/12/2017 20:42,45.49144,-73.566008,22.3,,
T,30/12/2017 20:42,45.491882,-73.565634,24.3,,
T,30/12/2017 20:42,45.49222,-73.565343,24.3,,
T,30/12/2017 20:42,45.492579,-73.565046,24.3,,
T,30/12/2017 20:42,45.492751,-73.564894,24.3,,
T,30/12/2017 20:42,45.492815,-73.564826,21.3,,
T,30/12/2017 20:43,45.492939,-73.56473,21.3,,
T,30/12/2017 20:43,45.493288,-73.564446,21.3,,
T,30/12/2017 20:43,45.49355,-73.564244,22.3,,
T,30/12/2017 20:43,45.493826,-73.564038,21.2,,
T,30/12/2017 20:43,45.494166,-73.563771,22.2,,
T,30/12/2017 20:43,45.494498,-73.563546,24.2,,
T,30/12/2017 20:43,45.494849,-73.563298,24.2,,
T,30/12/2017 20:43,45.495153,-73.563079,24.2,,
T,30/12/2017 20:43,45.495518,-73.562874,21.2,,
T,30/12/2017 20:43,45.495993,-73.562588,20.2,,
T,30/12/2017 20:43,45.496485,-73.562312,18.2,,
T,30/12/2017 20:43,45.496781,-73.562139,18.2,,
T,30/12/2017 20:43,45.496871,-73.562081,16.2,,
T,30/12/2017 20:44,45.496916,-73.562034,15.2,,
T,30/12/2017 20:44,45.497125,-73.561921,14.2,,
T,30/12/2017 20:44,45.497472,-73.561737,14.2,,
T,30/12/2017 20:44,45.497746,-73.561585,13.2,,
T,30/12/2017 20:44,45.497972,-73.561469,13.2,,
T,30/12/2017 20:44,45.498214,-73.561355,14.2,,
T,30/12/2017 20:44,45.4985,-73.561211,15.2,,
T,30/12/2017 20:44,45.498951,-73.560922,16.2,,
T,30/12/2017 20:44,45.49938,-73.560634,16.2,,
T,30/12/2017 20:45,45.499716,-73.560378,15.2,,
T,30/12/2017 20:45,45.500082,-73.560116,14.2,,
T,30/12/2017 20:45,45.500383,-73.559909,15.2,,
T,30/12/2017 20:45,45.500576,-73.55978,15.2,,
T,30/12/2017 20:45,45.500712,-73.559692,16.2,,
T,30/12/2017 20:45,45.500795,-73.55967,22.2,,
T,30/12/2017 20:45,45.501104,-73.559492,24.2,,
T,30/12/2017 20:45,45.5014,-73.559313,25.2,,
T,30/12/2017 20:46,45.501702,-73.559116,24.2,,
T,30/12/2017 20:46,45.501967,-73.558931,24.2,,
T,30/12/2017 20:46,45.502248,-73.558742,22.2,,
T,30/12/2017 20:46,45.502573,-73.558506,22.2,,
T,30/12/2017 20:46,45.502894,-73.558294,21.2,,
T,30/12/2017 20:46,45.503091,-73.558169,21.2,,
T,30/12/2017 20:46,45.503276,-73.557994,20.2,,
T,30/12/2017 20:46,45.503486,-73.557852,18.2,,
T,30/12/2017 20:46,45.503685,-73.557684,19.2,,
T,30/12/2017 20:46,45.503783,-73.557605,21.2,,
T,30/12/2017 20:46,45.503853,-73.557546,21.2,,
T,30/12/2017 20:46,45.503921,-73.55749,22.2,,
T,30/12/2017 20:47,45.503993,-73.557422,22.2,,
T,30/12/2017 20:47,45.504064,-73.557363,21.2,,
T,30/12/2017 20:47,45.504145,-73.557325,22.2,,
T,30/12/2017 20:47,45.50422,-73.557254,27.2,,
T,30/12/2017 20:48,45.504291,-73.557184,26.2,,
T,30/12/2017 20:49,45.504346,-73.557086,23.2,,
T,30/12/2017 20:49,45.504442,-73.557033,23.2,,
T,30/12/2017 20:49,45.504512,-73.556985,24.2,,
T,30/12/2017 20:50,45.504585,-73.556977,28.2,,
T,30/12/2017 20:50,45.504677,-73.556922,29.2,,
T,30/12/2017 20:50,45.504754,-73.556866,27.2,,
T,30/12/2017 20:52,45.504832,-73.556839,29.2,,
T,30/12/2017 20:52,45.504972,-73.556718,30.2,,
T,30/12/2017 20:53,45.505054,-73.556649,29.2,,
T,30/12/2017 20:53,45.505133,-73.556592,27.2,,
T,30/12/2017 20:53,45.505202,-73.556541,28.2,,
T,30/12/2017 20:53,45.505265,-73.556489,27.2,,
T,30/12/2017 20:53,45.50534,-73.556431,29.2,,
T,30/12/2017 20:53,45.505412,-73.556372,28.2,,
T,30/12/2017 20:54,45.505487,-73.556325,31.2,,
T,30/12/2017 20:54,45.505593,-73.556227,31.2,,
T,30/12/2017 20:54,45.505664,-73.556171,34.2,,
T,30/12/2017 20:54,45.50574,-73.556105,35.2,,
T,30/12/2017 20:54,45.505812,-73.556038,33.2,,
T,30/12/2017 20:54,45.505881,-73.55598,30.2,,
T,30/12/2017 20:55,45.505956,-73.555911,31.2,,
T,30/12/2017 20:55,45.506026,-73.555841,31.2,,
T,30/12/2017 20:55,45.506106,-73.55577,31.2,,
T,30/12/2017 20:55,45.506134,-73.55564,32.2,,
T,30/12/2017 20:55,45.505997,-73.555224,29.2,,
T,30/12/2017 20:55,45.505843,-73.55475,28.2,,
T,30/12/2017 20:56,45.50569,-73.554251,25.2,,
T,30/12/2017 20:56,45.505642,-73.554098,25.2,,
T,30/12/2017 20:56,45.505602,-73.553999,23.2,,
T,30/12/2017 20:56,45.505532,-73.553815,22.2,,
T,30/12/2017 20:56,45.505392,-73.55346,17.2,,
T,30/12/2017 20:56,45.505353,-73.553359,16.2,,
T,30/12/2017 20:56,45.505262,-73.55332,19.2,,
T,30/12/2017 20:56,45.50497,-73.553426,20.2,,
T,30/12/2017 20:56,45.504608,-73.553564,19.2,,
T,30/12/2017 20:56,45.504282,-73.553681,19.2,,
T,30/12/2017 20:57,45.503941,-73.553794,19.2,,
T,30/12/2017 20:57,45.503601,-73.553903,19.2,,
T,30/12/2017 20:57,45.503381,-73.553997,18.2,,
T,30/12/2017 20:57,45.50316,-73.554181,18.2,,
T,30/12/2017 20:57,45.503023,-73.554295,18.2,,
T,30/12/2017 20:57,45.502915,-73.554372,18.2,,
T,30/12/2017 20:57,45.502664,-73.554605,18.2,,
T,30/12/2017 20:57,45.502532,-73.554723,18.2,,
T,30/12/2017 20:57,45.502419,-73.554816,18.2,,
T,30/12/2017 20:57,45.502139,-73.555021,18.2,,
T,30/12/2017 20:57,45.501977,-73.555131,16.2,,
T,30/12/2017 20:57,45.501701,-73.555286,15.2,,
T,30/12/2017 20:57,45.50134,-73.555506,13.2,,
T,30/12/2017 20:58,45.501077,-73.555708,12.2,,
T,30/12/2017 20:58,45.501001,-73.555775,12.2,,
T,30/12/2017 20:58,45.5008,-73.555962,11.2,,
T,30/12/2017 20:58,45.500629,-73.55612,11.2,,
T,30/12/2017 20:58,45.500394,-73.556335,11.2,,
T,30/12/2017 20:58,45.500185,-73.556527,12.2,,
T,30/12/2017 20:58,45.500093,-73.556613,13.2,,
T,30/12/2017 20:58,45.500061,-73.556714,15.2,,
T,30/12/2017 20:58,45.500194,-73.557145,15.2,,
T,30/12/2017 20:58,45.500354,-73.557588,16.2,,
T,30/12/2017 20:58,45.500538,-73.558132,17.2,,
T,30/12/2017 20:59,45.500569,-73.558234,22.2,,
T,30/12/2017 20:59,45.50067,-73.55854,22.2,,
T,30/12/2017 20:59,45.500819,-73.558981,22.2,,
T,30/12/2017 20:59,45.500998,-73.559428,23.2,,
T,30/12/2017 20:59,45.50109,-73.559517,24.2,,
T,30/12/2017 20:59,45.501271,-73.559414,24.2,,
T,30/12/2017 20:59,45.501357,-73.559317,24.2,,
