"","accuracy","scenario","phone","algorithm","application","time","missed","false","distCorrect","distMissed","distFalse"
"532",87.323943662,"Scenario 6","iPhone6S","FastHMM_AStar","TrueMotion",3958,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"533",87.323943662,"Scenario 6","iPhone7","FastHMM_AStar","TrueMotion",4.47559591373,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"534",87.323943662,"Scenario 6","iPhone7Plus","FastHMM_AStar","TrueMotion",4.16799091941,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"535",87.323943662,"Scenario 6","iPhone8","FastHMM_AStar","TrueMotion",4.58683314415,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"536",90.1408450704,"Scenario 6","GalaxyS5","FastHMM_AStar","TrueMotion",4.69189765458,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"537",84.5070422535,"Scenario 6","GalaxyS7","FastHMM_AStar","TrueMotion",4.36199575372,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"538",91.4285714286,"Scenario 6","GalaxyS8","FastHMM_AStar","TrueMotion",4.4755403868,15.7894736842,0,83.480759276,16.519240724,0
"539",84.5070422535,"Scenario 6","LGG6","FastHMM_AStar","TrueMotion",4.5775462963,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"540",90.1408450704,"Scenario 6","Pixel2","FastHMM_AStar","TrueMotion",4.44217687075,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"541",68.9655172414,"Scenario 7","iPhoneSE","FastHMM_AStar","TrueMotion",6.22792607803,9.09090909091,44.4444444444,94.9838003635,5.01619963647,25.0599993202
"542",34.4827586207,"Scenario 7","iPhone6S","FastHMM_AStar","TrueMotion",4.51086956522,54.5454545455,72.2222222222,43.9273415738,56.0726584262,58.8743823351
"543",97.6744186047,"Scenario 7","iPhone7","FastHMM_AStar","TrueMotion",8.3296398892,4.54545454545,0,97.9973789046,2.00262109539,0
"544",97.6744186047,"Scenario 7","iPhone7Plus","FastHMM_AStar","TrueMotion",5.71471471471,4.54545454545,0,97.9973789046,2.00262109539,0
"545",97.6744186047,"Scenario 7","iPhone8","FastHMM_AStar","TrueMotion",4.69552238806,4.54545454545,0,97.9973789046,2.00262109539,0
"546",93.023255814,"Scenario 7","GalaxyS5","FastHMM_AStar","TrueMotion",6.87887323944,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"547",28.5714285714,"Scenario 7","GalaxyS7","FastHMM_AStar","TrueMotion",7.61731843575,54.5454545455,79.1666666667,43.9273415738,56.0726584262,71.0939463636
"548",93.023255814,"Scenario 7","GalaxyS8","FastHMM_AStar","TrueMotion",6.68169014085,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"549",65.5737704918,"Scenario 7","LGG6","FastHMM_AStar","TrueMotion",6.94373401535,9.09090909091,48.7179487179,94.9838003635,5.01619963647,36.8289373126
"550",33.6633663366,"Scenario 7","Pixel2","FastHMM_AStar","TrueMotion",7.89398280802,22.7272727273,78.4810126582,69.3277687278,30.6722312722,70.6436929438
"551",95.3488372093,"Scenario 8","iPhoneSE","FastHMM_AStar","TrueMotion",30.202364395,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"552",89.8876404494,"Scenario 8","iPhone6S","FastHMM_AStar","TrueMotion",26.5933379598,6.97674418605,13.0434782609,99.0167115465,0.983288453533,24.6344194498
"553",95.3488372093,"Scenario 8","iPhone7","FastHMM_AStar","TrueMotion",25.7293546149,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"554",94.1176470588,"Scenario 8","iPhone7Plus","FastHMM_AStar","TrueMotion",27.0006939625,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"555",94.1176470588,"Scenario 8","iPhone8","FastHMM_AStar","TrueMotion",26.9042331714,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"556",95.3488372093,"Scenario 8","GalaxyS5","FastHMM_AStar","TrueMotion",26.1981919332,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"557",95.3488372093,"Scenario 8","GalaxyS7","FastHMM_AStar","TrueMotion",34.8144544823,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"558",94.1176470588,"Scenario 8","GalaxyS8","FastHMM_AStar","TrueMotion",29.5537820958,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"559",95.3488372093,"Scenario 8","LGG6","FastHMM_AStar","TrueMotion",26.7014716188,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"560",95.3488372093,"Scenario 8","Pixel2","FastHMM_AStar","TrueMotion",30.6154381085,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"561",89.1719745223,"Scenario 9","iPhoneSE","FastHMM_AStar","TrueMotion",3.24115983027,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"562",89.8734177215,"Scenario 9","iPhone6S","FastHMM_AStar","TrueMotion",3.76025459689,4.05405405405,15.4761904762,94.7238400293,5.27615997067,38.0806091982
"563",89.1719745223,"Scenario 9","iPhone7","FastHMM_AStar","TrueMotion",2.81060070671,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"564",85.8974358974,"Scenario 9","iPhone7Plus","FastHMM_AStar","TrueMotion",3.64862965566,9.45945945946,18.2926829268,89.5852017495,10.4147982505,39.9428960655
"565",4.9504950495,"Scenario 9","iPhone8","FastHMM_AStar","TrueMotion",1.07548452907,93.2432432432,96.09375,28.5329773772,71.4670226228,87.8969082065
"566",90.7894736842,"Scenario 9","GalaxyS5","FastHMM_AStar","TrueMotion",3243,6.75675675676,11.5384615385,94.1909387818,5.80906121819,27.1536112231
"567",NA,"Scenario 9","GalaxyS7","FastHMM_AStar","TrueMotion",NA,NA,NA,NA,NA,NA
"568",90.7894736842,"Scenario 9","GalaxyS8","FastHMM_AStar","TrueMotion",2.11196641008,6.75675675676,11.5384615385,94.1909387818,5.80906121819,27.1536112231
"569",88.198757764,"Scenario 9","LGG6","FastHMM_AStar","TrueMotion",3.19369369369,4.05405405405,18.3908045977,94.7238400293,5.27615997067,43.5046499802
"570",90,"Scenario 9","Pixel2","FastHMM_AStar","TrueMotion",3.20633802817,2.7027027027,16.2790697674,99.4670987525,0.532901247518,38.7621222512
"571",82.5806451613,"Scenario 10","iPhoneSE","FastHMM_AStar","TrueMotion",15.4258121159,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"572",57.9185520362,"Scenario 10","iPhone6S","FastHMM_AStar","TrueMotion",16.3181419807,3.0303030303,58.7096774194,97.7914403899,2.20855961014,49.0377875122
"573",82.5806451613,"Scenario 10","iPhone7","FastHMM_AStar","TrueMotion",16.5131118881,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"574",61.8357487923,"Scenario 10","iPhone7Plus","FastHMM_AStar","TrueMotion",16.2306353351,3.0303030303,54.609929078,97.7914403899,2.20855961014,45.3750123247
"575",82.5806451613,"Scenario 10","iPhone8","FastHMM_AStar","TrueMotion",15.862489121,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"576",82.5806451613,"Scenario 10","GalaxyS5","FastHMM_AStar","TrueMotion",16.7548672566,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"577",82.5806451613,"Scenario 10","GalaxyS7","FastHMM_AStar","TrueMotion",16.6288751107,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"578",75.2941176471,"Scenario 10","GalaxyS8","FastHMM_AStar","TrueMotion",16.5720601238,3.0303030303,38.4615384615,97.7914403899,2.20855961014,28.5729232772
"579",82.0512820513,"Scenario 10","LGG6","FastHMM_AStar","TrueMotion",16.2795513374,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"580",75.7396449704,"Scenario 10","Pixel2","FastHMM_AStar","TrueMotion",11.8843187661,3.0303030303,37.8640776699,97.7914403899,2.20855961014,27.8839424724
"581",98.3333333333,"Scenario 11","iPhoneSE","FastHMM_AStar","TrueMotion",22.9482220836,1.66666666667,1.66666666667,99.2935448856,0.706455114352,0.703437025091
"582",97.4789915966,"Scenario 11","iPhone6S","FastHMM_AStar","TrueMotion",25.7355540449,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"583",97.4789915966,"Scenario 11","iPhone7","FastHMM_AStar","TrueMotion",27.118871726,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"584",97.4789915966,"Scenario 11","iPhone7Plus","FastHMM_AStar","TrueMotion",37.9424749164,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"585",97.4789915966,"Scenario 11","iPhone8","FastHMM_AStar","TrueMotion",28.7808951236,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"586",98.3333333333,"Scenario 11","GalaxyS5","FastHMM_AStar","TrueMotion",29.9036624204,1.66666666667,1.66666666667,99.2935448856,0.706455114352,0.703437025091
"587",97.4789915966,"Scenario 11","GalaxyS7","FastHMM_AStar","TrueMotion",30.4477491961,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"588",88.5496183206,"Scenario 11","GalaxyS8","FastHMM_AStar","TrueMotion",30.8251633987,3.33333333333,18.3098591549,98.8764565383,1.12354346167,8.80869090954
"589",97.4789915966,"Scenario 11","LGG6","FastHMM_AStar","TrueMotion",47.2078464107,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"590",97.4789915966,"Scenario 11","Pixel2","FastHMM_AStar","TrueMotion",24.9105084746,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"591",100,"Scenario 12","iPhoneSE","FastHMM_AStar","TrueMotion",31.645137881,0,0,100,0,0
"592",100,"Scenario 12","iPhone6S","FastHMM_AStar","TrueMotion",31.7847826087,0,0,100,0,0
"593",97.9591836735,"Scenario 12","iPhone7","FastHMM_AStar","TrueMotion",31.2194062274,2.04081632653,2.04081632653,99.5249553372,0.475044662776,0.676215973073
"594",100,"Scenario 12","iPhone7Plus","FastHMM_AStar","TrueMotion",33.1194786387,0,0,100,0,0
"595",100,"Scenario 12","iPhone8","FastHMM_AStar","TrueMotion",33.8573497466,0,0,100,0,0
"596",100,"Scenario 12","GalaxyS5","FastHMM_AStar","TrueMotion",32.1782608696,0,0,100,0,0
"597",98.9898989899,"Scenario 12","GalaxyS7","FastHMM_AStar","TrueMotion",30.6270818248,0,2,100,0,0.491751935959
"598",100,"Scenario 12","GalaxyS8","FastHMM_AStar","TrueMotion",31.7748008689,0,0,100,0,0
"599",97.9591836735,"Scenario 12","LGG6","FastHMM_AStar","TrueMotion",31.8761904762,2.04081632653,2.04081632653,99.5249553372,0.475044662776,0.676215973073
"600",93.0693069307,"Scenario 12","Pixel2","FastHMM_AStar","TrueMotion",31.0986937591,4.08163265306,9.61538461538,89.8682589122,10.1317410878,11.2004188462
"601",87.1794871795,"Scenario 1","iPhoneSE","FastHMM_AStar","AutoMerit",0.453621346887,12.8205128205,12.8205128205,91.2792824978,8.72071750223,8.57138734592
"602",91.8918918919,"Scenario 1","iPhone6S","FastHMM_AStar","AutoMerit",0.430065359477,12.8205128205,2.85714285714,91.196208581,8.80379141901,1.69937663579
"603",97.3684210526,"Scenario 1","iPhone7","FastHMM_AStar","AutoMerit",0.421219822109,5.12820512821,0,95.1509033602,4.84909663981,0
"604",88,"Scenario 1","iPhone7Plus","FastHMM_AStar","AutoMerit",0.404005524862,15.3846153846,8.33333333333,83.414171418,16.585828582,6.19330465373
"605",91.8918918919,"Scenario 1","iPhone8","FastHMM_AStar","AutoMerit",0.431659249841,12.8205128205,2.85714285714,91.196208581,8.80379141901,1.69937663579
"606",90.9090909091,"Scenario 1","GalaxyS5","FastHMM_AStar","AutoMerit",0.430142302717,10.2564102564,7.89473684211,93.2835454043,6.71645459574,5.57458213646
"607",97.3684210526,"Scenario 1","GalaxyS7","FastHMM_AStar","AutoMerit",0.421587301587,5.12820512821,0,95.1509033602,4.84909663981,0
"608",93.3333333333,"Scenario 1","GalaxyS8","FastHMM_AStar","AutoMerit",0.40407903123,10.2564102564,2.77777777778,93.2004714875,6.79952851253,1.66343968411
"609",98.7012987013,"Scenario 1","LGG6","FastHMM_AStar","AutoMerit",0.418693982074,2.5641025641,0,97.1551662667,2.84483373332,0
"610",91.8918918919,"Scenario 1","Pixel2","FastHMM_AStar","AutoMerit",0.38703465982,12.8205128205,2.85714285714,91.196208581,8.80379141901,1.69937663579
"611",91.2621359223,"Scenario 2","iPhoneSE","FastHMM_AStar","AutoMerit",1.57271285034,12.962962963,4.08163265306,88.685268641,11.314731359,1.10475324947
"612",90.5660377358,"Scenario 2","iPhone6S","FastHMM_AStar","AutoMerit",2905,11.1111111111,7.69230769231,89.1594063116,10.8405936884,3.33186141434
"613",73.9495798319,"Scenario 2","iPhone7","FastHMM_AStar","AutoMerit",1.10095137421,18.5185185185,32.3076923077,76.3410152695,23.6589847305,30.895716291
"614",49.0066225166,"Scenario 2","iPhone7Plus","FastHMM_AStar","AutoMerit",1.01047120419,31.4814814815,61.8556701031,68.0278331749,31.9721668251,50.9016223683
"615",74.4186046512,"Scenario 2","iPhone8","FastHMM_AStar","AutoMerit",2.00490633363,11.1111111111,36,89.1594063116,10.8405936884,19.2237408721
"616",65.3333333333,"Scenario 2","GalaxyS5","FastHMM_AStar","AutoMerit",1.22803648584,9.25925925926,48.9583333333,93.8309749445,6.16902505545,39.4379348631
"617",86.7924528302,"Scenario 2","GalaxyS7","FastHMM_AStar","AutoMerit",1.84600669536,14.8148148148,11.5384615385,87.3631933701,12.6368066299,6.11034105905
"618",89.5238095238,"Scenario 2","GalaxyS8","FastHMM_AStar","AutoMerit",1.46572212066,12.962962963,7.8431372549,88.685268641,11.314731359,3.40110805599
"619",60.5263157895,"Scenario 2","LGG6","FastHMM_AStar","AutoMerit",1.31288343558,14.8148148148,53.0612244898,85.6605961879,14.3394038121,34.1800318474
"620",46.7532467532,"Scenario 2","Pixel2","FastHMM_AStar","AutoMerit",0.682828282828,66.6666666667,21.7391304348,32.4966364691,67.5033635309,11.8262404581
"621",97.7099236641,"Scenario 3","iPhoneSE","FastHMM_AStar","AutoMerit",0.830611010284,1.53846153846,3.0303030303,97.1233599218,2.87664007817,5.3917700973
"622",97.7443609023,"Scenario 3","iPhone6S","FastHMM_AStar","AutoMerit",0.756200846945,0,4.41176470588,100,0,4.70212747484
"623",96.9696969697,"Scenario 3","iPhone7","FastHMM_AStar","AutoMerit",0.728417266187,1.53846153846,4.4776119403,97.1233599218,2.87664007817,7.02623018298
"624",92.3076923077,"Scenario 3","iPhone7Plus","FastHMM_AStar","AutoMerit",0.717195925704,7.69230769231,7.69230769231,87.6204312832,12.3795687168,10.6392988993
"625",96.9696969697,"Scenario 3","iPhone8","FastHMM_AStar","AutoMerit",0.804936785069,1.53846153846,4.4776119403,97.1233599218,2.87664007817,7.02623018298
"626",95.4545454545,"Scenario 3","GalaxyS5","FastHMM_AStar","AutoMerit",0.816203143894,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"627",95.4545454545,"Scenario 3","GalaxyS7","FastHMM_AStar","AutoMerit",0.748806682578,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"628",96.1832061069,"Scenario 3","GalaxyS8","FastHMM_AStar","AutoMerit",0.909860859044,3.07692307692,4.54545454545,95.239624824,4.76037517595,7.53598350195
"629",96.9696969697,"Scenario 3","LGG6","FastHMM_AStar","AutoMerit",0.784029038113,1.53846153846,4.4776119403,97.1233599218,2.87664007817,5.61246845687
"630",95.4545454545,"Scenario 3","Pixel2","FastHMM_AStar","AutoMerit",1.09582309582,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"631",77.7777777778,"Scenario 4","iPhoneSE","FastHMM_AStar","AutoMerit",0.337471783296,28.2051282051,15.1515151515,84.8174280724,15.1825719276,7.67622039995
"632",80.5555555556,"Scenario 4","iPhone6S","FastHMM_AStar","AutoMerit",0.318362706083,25.641025641,12.1212121212,85.9195718294,14.0804281706,6.07708043882
"633",81.6901408451,"Scenario 4","iPhone7","FastHMM_AStar","AutoMerit",0.309579439252,25.641025641,9.375,88.8779366652,11.1220633348,6.43354773196
"634",81.6901408451,"Scenario 4","iPhone7Plus","FastHMM_AStar","AutoMerit",0.305021367521,25.641025641,9.375,88.8779366652,11.1220633348,6.43354773196
"635",36.3636363636,"Scenario 4","iPhone8","FastHMM_AStar","AutoMerit",0.341697810998,43.5897435897,73.1707317073,72.1133825169,27.8866174831,71.2802023281
"636",81.6901408451,"Scenario 4","GalaxyS5","FastHMM_AStar","AutoMerit",0.315414152496,25.641025641,9.375,87.4898558461,12.5101441539,6.52895570612
"637",82.6666666667,"Scenario 4","GalaxyS7","FastHMM_AStar","AutoMerit",0.267171444024,20.5128205128,13.8888888889,90.7366458557,9.26335414428,17.8168307003
"638",87.323943662,"Scenario 4","GalaxyS8","FastHMM_AStar","AutoMerit",0.363327674024,20.5128205128,3.125,89.3485650366,10.6514349634,0.829259322071
"639",18.6046511628,"Scenario 4","LGG6","FastHMM_AStar","AutoMerit",0.253578732106,89.7435897436,0,9.49848478075,90.5015152192,0
"640",79.4520547945,"Scenario 4","Pixel2","FastHMM_AStar","AutoMerit",0.325836533187,25.641025641,14.7058823529,88.8779366652,11.1220633348,11.5912216352
"641",64.1975308642,"Scenario 5","iPhoneSE","FastHMM_AStar","AutoMerit",0.723876240514,20,46.3917525773,91.4418628972,8.5581371028,60.0421529856
"642",92.5373134328,"Scenario 5","iPhone6S","FastHMM_AStar","AutoMerit",0.665499124343,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"643",92.5373134328,"Scenario 5","iPhone7","FastHMM_AStar","AutoMerit",0.722926267281,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"644",92.5373134328,"Scenario 5","iPhone7Plus","FastHMM_AStar","AutoMerit",0.639722863741,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"645",92.5373134328,"Scenario 5","iPhone8","FastHMM_AStar","AutoMerit",0.675516224189,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"646",92.5373134328,"Scenario 5","GalaxyS5","FastHMM_AStar","AutoMerit",0.682502896871,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"647",92.5373134328,"Scenario 5","GalaxyS7","FastHMM_AStar","AutoMerit",0.645737327189,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"648",92.5373134328,"Scenario 5","GalaxyS8","FastHMM_AStar","AutoMerit",0.646818447169,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"649",92.5373134328,"Scenario 5","LGG6","FastHMM_AStar","AutoMerit",0.626970227671,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"650",92.5373134328,"Scenario 5","Pixel2","FastHMM_AStar","AutoMerit",0.599413489736,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"651",87.323943662,"Scenario 6","iPhoneSE","FastHMM_AStar","AutoMerit",4.01021566402,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"652",87.323943662,"Scenario 6","iPhone6S","FastHMM_AStar","AutoMerit",4.65096359743,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"653",90.1408450704,"Scenario 6","iPhone7","FastHMM_AStar","AutoMerit",4.28905419766,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"654",90.1408450704,"Scenario 6","iPhone7Plus","FastHMM_AStar","AutoMerit",4.40021344717,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"655",87.323943662,"Scenario 6","iPhone8","FastHMM_AStar","AutoMerit",4.12012987013,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"656",87.323943662,"Scenario 6","GalaxyS5","FastHMM_AStar","AutoMerit",4.63879957128,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"657",84.5070422535,"Scenario 6","GalaxyS7","FastHMM_AStar","AutoMerit",3.95010615711,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"658",91.4285714286,"Scenario 6","GalaxyS8","FastHMM_AStar","AutoMerit",4.35039817975,15.7894736842,0,83.480759276,16.519240724,0
"659",84.5070422535,"Scenario 6","LGG6","FastHMM_AStar","AutoMerit",4.63035921205,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"660",87.323943662,"Scenario 6","Pixel2","FastHMM_AStar","AutoMerit",4.43790149893,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"661",68.9655172414,"Scenario 7","iPhoneSE","FastHMM_AStar","AutoMerit",7.76781002639,9.09090909091,44.4444444444,94.9838003635,5.01619963647,25.0599993202
"662",93.023255814,"Scenario 7","iPhone6S","FastHMM_AStar","AutoMerit",5.66871165644,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"663",93.023255814,"Scenario 7","iPhone7","FastHMM_AStar","AutoMerit",7.09686609687,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"664",93.023255814,"Scenario 7","iPhone7Plus","FastHMM_AStar","AutoMerit",7.93447293447,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"665",97.6744186047,"Scenario 7","iPhone8","FastHMM_AStar","AutoMerit",8.42477876106,4.54545454545,0,97.9973789046,2.00262109539,0
"666",93.023255814,"Scenario 7","GalaxyS5","FastHMM_AStar","AutoMerit",7.12941176471,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"667",93.023255814,"Scenario 7","GalaxyS7","FastHMM_AStar","AutoMerit",8.04597701149,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"668",93.023255814,"Scenario 7","GalaxyS8","FastHMM_AStar","AutoMerit",6.69295774648,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"669",65.5737704918,"Scenario 7","LGG6","FastHMM_AStar","AutoMerit",6.9283887468,9.09090909091,48.7179487179,94.9838003635,5.01619963647,36.8289373126
"670",93.023255814,"Scenario 7","Pixel2","FastHMM_AStar","AutoMerit",5.68711656442,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"671",95.3488372093,"Scenario 8","iPhoneSE","FastHMM_AStar","AutoMerit",34.7443977591,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"672",88.8888888889,"Scenario 8","iPhone6S","FastHMM_AStar","AutoMerit",25.1617647059,6.97674418605,14.8936170213,99.0167115465,0.983288453533,24.9526944128
"673",95.3488372093,"Scenario 8","iPhone7","FastHMM_AStar","AutoMerit",27.5714285714,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"674",94.1176470588,"Scenario 8","iPhone7Plus","FastHMM_AStar","AutoMerit",27.0640569395,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"675",94.1176470588,"Scenario 8","iPhone8","FastHMM_AStar","AutoMerit",26.4641853933,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"676",95.3488372093,"Scenario 8","GalaxyS5","FastHMM_AStar","AutoMerit",26.4871259569,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"677",95.3488372093,"Scenario 8","GalaxyS7","FastHMM_AStar","AutoMerit",35.3923611111,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"678",95.3488372093,"Scenario 8","GalaxyS8","FastHMM_AStar","AutoMerit",32.0564066852,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"679",94.1176470588,"Scenario 8","LGG6","FastHMM_AStar","AutoMerit",27.1248246844,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"680",94.1176470588,"Scenario 8","Pixel2","FastHMM_AStar","AutoMerit",31.4367088608,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"681",89.1719745223,"Scenario 9","iPhoneSE","FastHMM_AStar","AutoMerit",3.24398868458,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"682",89.8734177215,"Scenario 9","iPhone6S","FastHMM_AStar","AutoMerit",4.01781895937,4.05405405405,15.4761904762,94.7238400293,5.27615997067,38.0806091982
"683",88.198757764,"Scenario 9","iPhone7","FastHMM_AStar","AutoMerit",3.9140625,4.05405405405,18.3908045977,94.7238400293,5.27615997067,43.5046499802
"684",54.8387096774,"Scenario 9","iPhone7Plus","FastHMM_AStar","AutoMerit",0.43669250646,54.0540540541,32,50.1855503557,49.8144496443,59.2412623736
"685",89.1719745223,"Scenario 9","iPhone8","FastHMM_AStar","AutoMerit",2.70071428571,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"686",86.0759493671,"Scenario 9","GalaxyS5","FastHMM_AStar","AutoMerit",2.38455598456,8.10810810811,19.0476190476,86.0862557632,13.9137442368,45.8675838581
"687",85.5263157895,"Scenario 9","GalaxyS7","FastHMM_AStar","AutoMerit",2.83950617284,12.1621621622,16.6666666667,85.6086862421,14.3913137579,42.2595130955
"688",90.7894736842,"Scenario 9","GalaxyS8","FastHMM_AStar","AutoMerit",1.98600419874,6.75675675676,11.5384615385,94.1909387818,5.80906121819,27.1536112231
"689",88.198757764,"Scenario 9","LGG6","FastHMM_AStar","AutoMerit",3.23723723724,4.05405405405,18.3908045977,94.7238400293,5.27615997067,43.5046499802
"690",90.5660377358,"Scenario 9","Pixel2","FastHMM_AStar","AutoMerit",3.31893448524,2.7027027027,15.2941176471,99.4670987525,0.532901247518,38.6471334947
"691",82.5806451613,"Scenario 10","iPhoneSE","FastHMM_AStar","AutoMerit",15.3968393327,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"692",57.9185520362,"Scenario 10","iPhone6S","FastHMM_AStar","AutoMerit",16.2673093777,3.0303030303,58.7096774194,97.7914403899,2.20855961014,49.0377875122
"693",82.0512820513,"Scenario 10","iPhone7","FastHMM_AStar","AutoMerit",16.6807592752,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"694",82.0512820513,"Scenario 10","iPhone7Plus","FastHMM_AStar","AutoMerit",15.9377700951,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"695",79.746835443,"Scenario 10","iPhone8","FastHMM_AStar","AutoMerit",15.4310494363,4.54545454545,31.5217391304,93.6237992189,6.3762007811,28.9076868831
"696",66.6666666667,"Scenario 10","GalaxyS5","FastHMM_AStar","AutoMerit",25.4828532236,22.7272727273,41.3793103448,82.8164117066,17.1835882934,31.154446018
"697",80.2631578947,"Scenario 10","GalaxyS7","FastHMM_AStar","AutoMerit",19.5873836608,7.57575757576,29.0697674419,89.0093339073,10.9906660927,24.6791187671
"698",81.8181818182,"Scenario 10","GalaxyS8","FastHMM_AStar","AutoMerit",17.344795539,4.54545454545,28.4090909091,94.0583773983,5.94162260175,23.6678920557
"699",82.0512820513,"Scenario 10","LGG6","FastHMM_AStar","AutoMerit",16.0621225194,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"700",75.7396449704,"Scenario 10","Pixel2","FastHMM_AStar","AutoMerit",15.9840425532,3.0303030303,37.8640776699,97.7914403899,2.20855961014,28.4471345089
"701",98.3333333333,"Scenario 11","iPhoneSE","FastHMM_AStar","AutoMerit",23.1429463171,1.66666666667,1.66666666667,99.2935448856,0.706455114352,0.703437025091
"702",96.6101694915,"Scenario 11","iPhone6S","FastHMM_AStar","AutoMerit",26.0171232877,5,1.72413793103,98.1637593385,1.83624066148,0.711475415834
